amendment_number,document_id,target_element,authors,diff_type,diff_summary,justification,themes_ai,themes_regex
390,ITRE-AM-746920,Article 29 – paragraph 12,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,modification,"CHANGED: 'ofSMEsin' -> 'ofmicro, small and medium sized enterprisesin'",,conformity_assessment_and_third_party_verification; sme_and_proportionality,conformity_assessment_and_third_party_verification; sme_and_proportionality
391,ITRE-AM-746920,Article 29 – paragraph 12,Ignazio Corrao,modification,"CHANGED: 'ofSMEsin' -> 'ofmicro, small and medium enterprisesin'",,conformity_assessment_and_third_party_verification; sme_and_proportionality,conformity_assessment_and_third_party_verification; sme_and_proportionality
392,ITRE-AM-746920,Article 29 – paragraph 12,Evžen Tošenovský,modification,"CHANGED: 'conditions,' -> 'conditionsin line with Article 37(2),'",,conformity_assessment_and_third_party_verification; sme_and_proportionality,conformity_assessment_and_third_party_verification; sme_and_proportionality
393,ITRE-AM-746920,Article 37 – paragraph 2,Evžen Tošenovský,modification,CHANGED: 'complexity of' -> 'complexityand' | CHANGED: 'product technology' -> 'risk exposureof the producttype andtechnology',,conformity_assessment_and_third_party_verification; sme_and_proportionality,conformity_assessment_and_third_party_verification
394,ITRE-AM-746920,Article 37 – paragraph 4,Evžen Tošenovský,modification,CHANGED: 'harmonised standards' -> 'harmonisedstandards or in internationalstandards',,conformity_assessment_and_third_party_verification; standardisation_and_harmonised_standards,conformity_assessment_and_third_party_verification; standardisation_and_harmonised_standards
395,ITRE-AM-746920,Article 41 – paragraph 3,Ignazio Corrao,modification,CHANGED: 'basis.With respect to the supervision of the implementation of the reporting obligations pursuant to Article 11 of this ' -> 'basis.',,market_surveillance_and_enforcement; vulnerability_disclosure_and_incident_reporting,vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
396,ITRE-AM-746920,Article 41 – paragraph 3,Evžen Tošenovský,modification,"CHANGED: '2019/881' -> '2019/881, competent authorities' | ADDED: 'CSIRTs designated under Articles 8 and 10 of Directive (EU) 2022/2555and' | CHANGED: 'toArticle11' -> 'toArticles 10a and11' | CHANGED: 'with ENISA.' -> 'withCSIRTs andENISA.'",,market_surveillance_and_enforcement; interface_with_sectoral_legislation,vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
397,ITRE-AM-746920,Article 41 – paragraph 3 a (new),Ignazio Corrao,insertion,"NEW: 3a.With respect to the supervision of the implementation of the reporting obligations pursuant to Article 11 of this Regulation, the designated market surveillance authorities shall cooperate with ENISA. The market surveillance authorities may request ENISA to provide technical advice on matters related to the implementation and enforcement of this Regulation. When conducting an investigation unde",,market_surveillance_and_enforcement; vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
398,ITRE-AM-746920,Article 41 – paragraph 6,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,modification,"CHANGED: 'resources to' -> 'resources, with appropriate cybersecurity skills, in orderto'",,market_surveillance_and_enforcement,market_surveillance_and_enforcement
399,ITRE-AM-746920,Article 41 – paragraph 8,Bart Groothuis,modification,"CHANGED: 'Regulation, with' -> 'Regulation,including on non-technical risk factors,with'","The CRA has a missed opportunity to not address the issue of risky vendors, especially in the context of critical infrastructure. While there have been positive developments towards non-binding toolbo",market_surveillance_and_enforcement; supply_chain_security_obligations,market_surveillance_and_enforcement; supply_chain_security_obligations
400,ITRE-AM-746920,Article 41 – paragraph 8,Evžen Tošenovský,modification,"CHANGED: 'of the' -> 'ofCSIRTS, ENISA andthe'",,market_surveillance_and_enforcement,vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
401,ITRE-AM-746920,Article 41 – paragraph 8 a (new),Bart Groothuis,insertion,"NEW: 8a.Market surveillance authorities may publish statistics about the average expected product lifetime, as specified by the manufacturer pursuant to article 10 (10a), per category of products with digital elements.","By setting as a main rule that the support period should cover the expected product lifetime, in combination with the transparency about the duration of this expected product lifetime (and therefore s",market_surveillance_and_enforcement; support_period_and_lifecycle_obligations,scope_and_product_coverage; support_period_and_lifecycle_obligations; market_surveillance_and_enforcement
402,ITRE-AM-746920,Article 41 – paragraph 9 a (new),Evžen Tošenovský,insertion,"NEW: 9a.The Commission shall evaluate the reported data, including the for the purpose of report referred to in Article 41(9). Where the reported data suggest an increased level of non-compliance in specific categories of products, the Commission, after consulting the Expert Group and ADCO, may recommend that all surveillance authorities focus closely on the product categories concerned.",,market_surveillance_and_enforcement,
403,ITRE-AM-746920,Article 41 – paragraph 11,Evžen Tošenovský,modification,"CHANGED: '(ADCO) shall' -> '(ADCO)for cyber resilience of products with digital elementsshall' | CHANGED: 'offices.' -> 'offices.In particular, this ADCO shall exchange best practices and, where relevant, cooperate with Cyber Resilience Expe'",,market_surveillance_and_enforcement,vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
404,ITRE-AM-746920,Article 41 – paragraph 11 a (new),Ignazio Corrao,insertion,"NEW: 11a.Market surveillance authorities shall facilitate the active participation of stakeholders in market surveillance activities, including scientific, research and consumer organisations, by establishing a clear and accessible mechanism to facilitate the voluntary reporting of vulnerabilities, incidents, and cyber threats.",,market_surveillance_and_enforcement; vulnerability_disclosure_and_incident_reporting,essential_cybersecurity_requirements; market_surveillance_and_enforcement
405,ITRE-AM-746921,Article 41 a (new),Ignazio Corrao,insertion,"NEW: 5.When adopting positions, views and reports, the expert group shall attempt to reach consensus.If consensus cannot be reached, decisions shall be taken by a qualified majority of the group members.",,market_surveillance_and_enforcement,
406,ITRE-AM-746921,Article 41 a (new),Marc Botenga,insertion,"NEW: The active participation of the relevant actors of the civil society (consumers’ organizations, the scientific community, trade unions, etc.) in market surveillance activities, shall be ensured by market surveillance authorities in the Member States and at EU level, in order to create mechanisms to facilitate the voluntary reporting of vulnerabilities, incidents, and cyber threats.",,market_surveillance_and_enforcement; vulnerability_disclosure_and_incident_reporting,essential_cybersecurity_requirements; market_surveillance_and_enforcement
407,ITRE-AM-746921,Article 43 – paragraph 1 – subparagraph 1,Bart Groothuis,modification,"CHANGED: 'cybersecurity risk,' -> 'cybersecurityor strategicrisk,' | CHANGED: 'Regulation.' -> 'Regulation, including non-technical risk factors.'","The CRA has a missed opportunity to not address the issue of risky vendors, especially in the context of critical infrastructure. While there have been positive developments towards non-binding toolbo",market_surveillance_and_enforcement; supply_chain_security_obligations,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement; supply_chain_security_obligations
408,ITRE-AM-746921,Article 43 – paragraph 1 – subparagraph 1,Evžen Tošenovský,modification,"CHANGED: 'out an' -> 'out, where appropriate in cooperation with CSIRT,an'",,market_surveillance_and_enforcement,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement
409,ITRE-AM-746921,Article 43 – paragraph 1 – subparagraph 1,Marc Botenga,modification,CHANGED: 'out an' -> 'outwithout undue delayan',,market_surveillance_and_enforcement,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement
410,ITRE-AM-746921,Article 43 – paragraph 1 – subparagraph 2,Marc Botenga,modification,"CHANGED: 'delay require' -> 'delay, and within a maximum of five working days,require' | CHANGED: 'relevant operator' -> 'relevanteconomicoperator'",,market_surveillance_and_enforcement,scope_and_product_coverage; market_surveillance_and_enforcement
411,ITRE-AM-746921,Article 43 – paragraph 1 – subparagraph 2,Evžen Tošenovský,modification,"CHANGED: 'Regulation,' -> 'Regulationor present threat to national security,'",,market_surveillance_and_enforcement,scope_and_product_coverage; market_surveillance_and_enforcement
412,ITRE-AM-746921,Article 43 – paragraph 1 – subparagraph 2,Ignazio Corrao,modification,"CHANGED: 'relevant operator' -> 'relevanteconomicoperator' | CHANGED: 'withina reasonableperiod,' -> 'withinan adequateperiod,' | CHANGED: 'risk, as it may prescribe.' -> 'risk.'",,market_surveillance_and_enforcement,scope_and_product_coverage; market_surveillance_and_enforcement
